round,w1,w2,w3,w4
0,0.45,0.2,0.15,0.2
1,0.45,0.2,0.15,0.2
2,0.45,0.15,0.2,0.2
3,0.4285714285,0.1904761905,0.1904761905,0.1904761905
4,0.45,0.15,0.2,0.2
5,0.4285714285,0.1904761905,0.1904761905,0.1904761905
6,0.45,0.15,0.2,0.2
7,0.45,0.15,0.2,0.2
8,0.45,0.15,0.2,0.2
9,0.45,0.15,0.2,0.2
10,0.45,0.15,0.2,0.2
11,0.45,0.15,0.2,0.2
12,0.45,0.15,0.2,0.2
13,0.45,0.15,0.2,0.2
14,0.4285714285,0.1904761905,0.1904761905,0.1904761905
15,0.45,0.15,0.2,0.2
16,0.4285714285,0.1904761905,0.1904761905,0.1904761905
17,0.45,0.15,0.2,0.2
18,0.45,0.15,0.2,0.2
19,0.45,0.15,0.2,0.2
20,0.45,0.15,0.2,0.2
21,0.45,0.15,0.2,0.2
22,0.45,0.15,0.2,0.2
23,0.45,0.15,0.2,0.2
24,0.4285714285,0.1904761905,0.1904761905,0.1904761905
25,0.45,0.15,0.2,0.2
26,0.45,0.15,0.2,0.2
27,0.45,0.15,0.2,0.2
28,0.45,0.15,0.2,0.2
29,0.45,0.15,0.2,0.2
30,0.45,0.15,0.2,0.2
31,0.45,0.15,0.2,0.2
32,0.45,0.15,0.2,0.2
33,0.45,0.15,0.2,0.2
34,0.45,0.15,0.2,0.2
35,0.45,0.15,0.2,0.2
36,0.4,0.15,0.25,0.2
37,0.4,0.2,0.2,0.2
38,0.4,0.2,0.2,0.2
39,0.4,0.2,0.2,0.2
40,0.4210526316,0.1578947368,0.2105263158,0.2105263158
41,0.4210526316,0.1578947368,0.2105263158,0.2105263158
42,0.4210526316,0.1578947368,0.2105263158,0.2105263158
43,0.45,0.15,0.2,0.2
44,0.45,0.15,0.2,0.2
45,0.45,0.15,0.2,0.2
46,0.45,0.15,0.2,0.2
47,0.3809523809,0.2857142857,0.1428571429,0.1904761905
48,0.4210526316,0.2105263158,0.1578947368,0.2105263158
49,0.4210526316,0.1578947368,0.2105263158,0.2105263158
50,0.45,0.15,0.2,0.2
51,0.45,0.15,0.2,0.2
52,0.45,0.15,0.2,0.2
53,0.4285714285,0.1904761905,0.1904761905,0.1904761905
54,0.45,0.15,0.2,0.2
55,0.45,0.15,0.2,0.2
56,0.4285714285,0.1904761905,0.1904761905,0.1904761905
57,0.45,0.15,0.2,0.2
58,0.45,0.15,0.2,0.2
59,0.45,0.15,0.2,0.2
60,0.45,0.15,0.2,0.2
61,0.45,0.15,0.2,0.2
62,0.4285714285,0.1428571429,0.2380952381,0.1904761905
63,0.4285714285,0.1904761905,0.1904761905,0.1904761905
64,0.4285714285,0.1904761905,0.1904761905,0.1904761905
65,0.45,0.15,0.2,0.2
66,0.45,0.15,0.2,0.2
67,0.45,0.15,0.2,0.2
68,0.4210526316,0.2631578947,0.2105263158,0.1052631579
69,0.4210526316,0.1578947368,0.2105263158,0.2105263158
70,0.45,0.15,0.2,0.2
71,0.45,0.15,0.2,0.2
72,0.4285714285,0.1428571429,0.2380952381,0.1904761905
73,0.4285714285,0.1428571429,0.2380952381,0.1904761905
74,0.45,0.15,0.2,0.2
75,0.45,0.15,0.2,0.2
76,0.45,0.15,0.2,0.2
77,0.45,0.15,0.2,0.2
78,0.45,0.15,0.2,0.2
79,0.4285714285,0.1904761905,0.1904761905,0.1904761905
80,0.45,0.15,0.2,0.2
81,0.45,0.15,0.2,0.2
82,0.45,0.15,0.2,0.2
83,0.45,0.15,0.2,0.2
84,0.45,0.15,0.2,0.2
85,0.4285714285,0.1904761905,0.1904761905,0.1904761905
86,0.45,0.15,0.2,0.2
87,0.45,0.15,0.2,0.2
88,0.45,0.15,0.2,0.2
89,0.4285714285,0.1904761905,0.1904761905,0.1904761905
90,0.4285714285,0.1904761905,0.1904761905,0.1904761905
91,0.45,0.15,0.2,0.2
92,0.45,0.15,0.2,0.2
93,0.45,0.15,0.2,0.2
94,0.45,0.15,0.2,0.2
95,0.45,0.15,0.2,0.2
96,0.45,0.15,0.2,0.2
97,0.45,0.15,0.2,0.2
98,0.45,0.15,0.2,0.2
99,0.45,0.15,0.2,0.2
100,0.4,0.05,0.25,0.3
101,0.4,0.05,0.25,0.3
102,0.3333333334,0.0952380952,0.2380952381,0.3333333333
103,0.4,0.05,0.25,0.3
104,0.4285714286,0.0476190476,0.1904761905,0.3333333333
105,0.35,0.1,0.25,0.3
106,0.35,0.05,0.3,0.3
107,0.35,0.1,0.2,0.35
108,0.4,0.05,0.25,0.3
109,0.35,0.15,0.2,0.3
110,0.35,0.15,0.2,0.3
111,0.35,0.05,0.25,0.35
112,0.380952381,0.0476190476,0.2380952381,0.3333333333
113,0.35,0.1,0.25,0.3
114,0.35,0.15,0.2,0.3
115,0.35,0.05,0.25,0.35
116,0.380952381,0.0476190476,0.2380952381,0.3333333333
117,0.3333333334,0.0952380952,0.2380952381,0.3333333333
118,0.35,0.1,0.25,0.3
119,0.4,0.05,0.25,0.3
120,0.35,0.15,0.2,0.3
121,0.35,0.05,0.25,0.35
122,0.4,0.05,0.25,0.3
123,0.380952381,0.0476190476,0.2380952381,0.3333333333
124,0.45,0.05,0.25,0.25
125,0.35,0.1,0.25,0.3
126,0.4,0.05,0.25,0.3
127,0.3333333334,0.0952380952,0.2380952381,0.3333333333
128,0.35,0.1,0.25,0.3
129,0.4210526317,0.0526315789,0.2631578947,0.2631578947
130,0.4,0.1,0.2,0.3
131,0.3333333333,0.1428571429,0.2380952381,0.2857142857
132,0.35,0.05,0.3,0.3
133,0.35,0.15,0.2,0.3
134,0.35,0.05,0.25,0.35
135,0.380952381,0.0952380952,0.2380952381,0.2857142857
136,0.35,0.15,0.25,0.25
137,0.35,0.15,0.2,0.3
138,0.380952381,0.0952380952,0.2380952381,0.2857142857
139,0.4,0.1,0.25,0.25
140,0.45,0.05,0.2,0.3
141,0.35,0.05,0.3,0.3
142,0.35,0.15,0.25,0.25
143,0.4,0.1,0.25,0.25
144,0.35,0.15,0.2,0.3
145,0.35,0.15,0.2,0.3
146,0.35,0.15,0.2,0.3
147,0.35,0.15,0.2,0.3
148,0.35,0.15,0.2,0.3
149,0.35,0.15,0.2,0.3
150,0.35,0.15,0.2,0.3
151,0.35,0.15,0.2,0.3
152,0.35,0.15,0.2,0.3
153,0.35,0.15,0.2,0.3
154,0.35,0.05,0.25,0.35
155,0.380952381,0.0476190476,0.2380952381,0.3333333333
156,0.3333333334,0.0952380952,0.2380952381,0.3333333333
157,0.35,0.15,0.2,0.3
158,0.35,0.05,0.25,0.35
159,0.4,0.05,0.25,0.3
160,0.35,0.1,0.25,0.3
161,0.380952381,0.0476190476,0.2380952381,0.3333333333
162,0.3333333334,0.0952380952,0.2380952381,0.3333333333
163,0.380952381,0.0952380952,0.1904761905,0.3333333333
164,0.4285714286,0.0476190476,0.2380952381,0.2857142857
165,0.380952381,0.0952380952,0.2380952381,0.2857142857
166,0.35,0.05,0.3,0.3
167,0.35,0.1,0.25,0.3
168,0.3333333333,0.1428571429,0.2380952381,0.2857142857
169,0.3333333333,0.1428571429,0.2380952381,0.2857142857
170,0.4210526317,0.0526315789,0.2631578947,0.2631578947
171,0.45,0.05,0.25,0.25
172,0.45,0.05,0.25,0.25
173,0.45,0.05,0.25,0.25
174,0.45,0.05,0.25,0.25
175,0.45,0.1,0.2,0.25
176,0.45,0.05,0.25,0.25
177,0.45,0.05,0.25,0.25
178,0.45,0.05,0.25,0.25
179,0.45,0.05,0.25,0.25
180,0.45,0.1,0.2,0.25
181,0.45,0.05,0.25,0.25
182,0.3,0.2,0.3,0.2
183,0.45,0.1,0.2,0.25
184,0.35,0.1,0.25,0.3
185,0.35,0.1,0.25,0.3
186,0.35,0.1,0.25,0.3
187,0.35,0.1,0.25,0.3
188,0.35,0.1,0.25,0.3
189,0.35,0.1,0.25,0.3
190,0.35,0.1,0.25,0.3
191,0.35,0.1,0.25,0.3
192,0.35,0.1,0.25,0.3
193,0.35,0.1,0.25,0.3
194,0.35,0.1,0.25,0.3
195,0.45,0.1,0.2,0.25
196,0.4,0.1,0.25,0.25
197,0.4,0.05,0.25,0.3
198,0.45,0.05,0.25,0.25
199,0.3684210526,0.1052631579,0.2105263158,0.3157894737
200,0.4285714286,0.0476190476,0.1904761905,0.3333333333
201,0.3684210527,0.1052631579,0.2631578947,0.2631578947
202,0.45,0.05,0.2,0.3
203,0.35,0.15,0.2,0.3
204,0.3333333333,0.1428571429,0.1904761905,0.3333333333
205,0.3333333333,0.1428571429,0.1904761905,0.3333333333
206,0.3333333333,0.1428571429,0.1904761905,0.3333333333
207,0.35,0.15,0.2,0.3
208,0.35,0.15,0.2,0.3
209,0.35,0.05,0.25,0.35
210,0.35,0.1,0.25,0.3
211,0.380952381,0.0476190476,0.2380952381,0.3333333333
212,0.380952381,0.0476190476,0.2380952381,0.3333333333
213,0.380952381,0.0476190476,0.2380952381,0.3333333333
214,0.380952381,0.0476190476,0.2380952381,0.3333333333
215,0.380952381,0.1904761905,0.0952380952,0.3333333333
216,0.4,0.05,0.2,0.35
217,0.380952381,0.0476190476,0.2380952381,0.3333333333
218,0.4,0.05,0.25,0.3
219,0.3333333334,0.0952380952,0.2380952381,0.3333333333
220,0.3333333333,0.1428571429,0.1904761905,0.3333333333
221,0.4,0.05,0.25,0.3
222,0.35,0.05,0.3,0.3
223,0.3684210527,0.1052631579,0.2631578947,0.2631578947
224,0.4,0.1,0.2,0.3
225,0.380952381,0.0952380952,0.2380952381,0.2857142857
226,0.4,0.1,0.25,0.25
227,0.45,0.05,0.2,0.3
228,0.35,0.1,0.25,0.3
229,0.4761904762,0.2380952381,0.0952380952,0.1904761905
230,0.45,0.05,0.25,0.25
231,0.35,0.15,0.2,0.3
232,0.3809523809,0.1428571429,0.1904761905,0.2857142857
233,0.4285714286,0.0952380952,0.1428571429,0.3333333333
234,0.35,0.15,0.15,0.35
