round,w1,w2,w3,w4
0,0.3,0.15,0.2,0.35
1,0.3,0.15,0.2,0.35
2,0.3,0.15,0.2,0.35
3,0.3,0.15,0.2,0.35
4,0.3,0.15,0.2,0.35
5,0.3,0.15,0.2,0.35
6,0.3,0.15,0.2,0.35
7,0.3,0.15,0.2,0.35
8,0.3,0.15,0.2,0.35
9,0.3,0.15,0.2,0.35
10,0.3,0.15,0.2,0.35
11,0.3,0.15,0.2,0.35
12,0.3,0.15,0.2,0.35
13,0.3,0.15,0.2,0.35
14,0.3,0.15,0.2,0.35
15,0.3,0.15,0.2,0.35
16,0.3,0.15,0.2,0.35
17,0.3,0.15,0.2,0.35
18,0.3,0.15,0.2,0.35
19,0.3,0.15,0.2,0.35
20,0.3,0.15,0.2,0.35
21,0.3,0.15,0.2,0.35
22,0.3,0.2,0.15,0.35
23,0.2857142857,0.2380952381,0.1428571429,0.3333333333
24,0.2857142857,0.2380952381,0.1428571429,0.3333333333
25,0.2857142857,0.2380952381,0.1428571429,0.3333333333
26,0.2857142857,0.2380952381,0.1428571429,0.3333333333
27,0.2857142857,0.2380952381,0.1428571429,0.3333333333
28,0.2857142857,0.2380952381,0.1428571429,0.3333333333
29,0.2857142857,0.2380952381,0.1428571429,0.3333333333
30,0.2857142857,0.2380952381,0.1428571429,0.3333333333
31,0.2857142857,0.2380952381,0.1428571429,0.3333333333
32,0.2857142857,0.2380952381,0.1428571429,0.3333333333
33,0.2857142857,0.2380952381,0.1428571429,0.3333333333
34,0.2857142857,0.2380952381,0.1428571429,0.3333333333
35,0.2857142857,0.2380952381,0.1428571429,0.3333333333
36,0.2857142857,0.2380952381,0.1428571429,0.3333333333
37,0.2857142857,0.2380952381,0.1428571429,0.3333333333
38,0.2857142857,0.2380952381,0.1428571429,0.3333333333
39,0.2857142857,0.2380952381,0.1428571429,0.3333333333
40,0.2857142857,0.2380952381,0.1428571429,0.3333333333
41,0.2857142857,0.2380952381,0.1428571429,0.3333333333
42,0.2857142857,0.2380952381,0.1428571429,0.3333333333
43,0.2857142857,0.2380952381,0.1428571429,0.3333333333
44,0.2857142857,0.2380952381,0.1428571429,0.3333333333
45,0.2857142857,0.2380952381,0.1428571429,0.3333333333
46,0.2857142857,0.2380952381,0.1428571429,0.3333333333
47,0.2857142857,0.2380952381,0.1428571429,0.3333333333
48,0.2857142857,0.2380952381,0.1428571429,0.3333333333
49,0.2857142857,0.2380952381,0.1428571429,0.3333333333
50,0.2857142857,0.2380952381,0.1428571429,0.3333333333
51,0.2857142857,0.2380952381,0.1428571429,0.3333333333
52,0.2857142857,0.2380952381,0.1428571429,0.3333333333
53,0.2857142857,0.2380952381,0.1428571429,0.3333333333
54,0.2857142857,0.2380952381,0.1428571429,0.3333333333
55,0.2857142857,0.2380952381,0.1428571429,0.3333333333
56,0.2857142857,0.2380952381,0.1428571429,0.3333333333
57,0.2857142857,0.2380952381,0.1428571429,0.3333333333
58,0.2857142857,0.2380952381,0.1428571429,0.3333333333
59,0.2857142857,0.2380952381,0.1428571429,0.3333333333
60,0.2857142857,0.2380952381,0.1428571429,0.3333333333
61,0.2857142857,0.2380952381,0.1428571429,0.3333333333
62,0.2857142857,0.2380952381,0.1428571429,0.3333333333
63,0.2857142857,0.2380952381,0.1428571429,0.3333333333
64,0.2857142857,0.2380952381,0.1428571429,0.3333333333
65,0.2857142857,0.2380952381,0.1428571429,0.3333333333
66,0.2857142857,0.2380952381,0.1428571429,0.3333333333
67,0.2857142857,0.2380952381,0.1428571429,0.3333333333
68,0.2857142857,0.2380952381,0.1428571429,0.3333333333
69,0.2857142857,0.2380952381,0.1428571429,0.3333333333
70,0.2857142857,0.2380952381,0.1428571429,0.3333333333
71,0.2857142857,0.2380952381,0.1428571429,0.3333333333
72,0.2857142857,0.2380952381,0.1428571429,0.3333333333
73,0.2857142857,0.2380952381,0.1428571429,0.3333333333
74,0.2857142857,0.2380952381,0.1428571429,0.3333333333
75,0.2857142857,0.2380952381,0.1428571429,0.3333333333
76,0.2857142857,0.2380952381,0.1428571429,0.3333333333
77,0.2857142857,0.2380952381,0.1428571429,0.3333333333
78,0.2857142857,0.2380952381,0.1428571429,0.3333333333
79,0.2857142857,0.2380952381,0.1428571429,0.3333333333
80,0.2857142857,0.2380952381,0.1428571429,0.3333333333
81,0.2857142857,0.2380952381,0.1428571429,0.3333333333
82,0.2857142857,0.2380952381,0.1428571429,0.3333333333
83,0.2857142857,0.2380952381,0.1428571429,0.3333333333
84,0.2857142857,0.2380952381,0.1428571429,0.3333333333
85,0.3,0.25,0.1,0.35
86,0.3,0.3,0.05,0.35
87,0.3,0.3,0.05,0.35
88,0.3,0.3,0.05,0.35
89,0.3,0.3,0.05,0.35
90,0.3,0.3,0.05,0.35
91,0.3,0.3,0.05,0.35
92,0.3,0.3,0.05,0.35
93,0.3,0.3,0.05,0.35
94,0.3,0.3,0.05,0.35
95,0.3,0.3,0.05,0.35
96,0.3,0.3,0.05,0.35
97,0.3,0.3,0.05,0.35
98,0.3,0.3,0.05,0.35
99,0.3,0.3,0.05,0.35
100,0.3,0.3,0.05,0.35
101,0.3,0.3,0.05,0.35
102,0.3,0.3,0.05,0.35
103,0.3,0.3,0.05,0.35
104,0.3,0.3,0.05,0.35
105,0.3,0.3,0.05,0.35
106,0.3,0.3,0.05,0.35
107,0.3,0.3,0.05,0.35
108,0.3,0.3,0.05,0.35
109,0.3,0.3,0.05,0.35
110,0.3,0.3,0.05,0.35
111,0.3,0.3,0.05,0.35
112,0.3,0.3,0.05,0.35
113,0.3,0.3,0.05,0.35
114,0.3,0.3,0.05,0.35
115,0.3,0.3,0.05,0.35
116,0.3,0.3,0.05,0.35
117,0.3157894737,0.2631578947,0.0526315789,0.3684210527
118,0.3,0.25,0.05,0.4
119,0.3,0.25,0.05,0.4
120,0.3,0.25,0.05,0.4
121,0.3,0.25,0.05,0.4
122,0.3,0.25,0.05,0.4
123,0.3,0.25,0.05,0.4
124,0.3684210527,0.2105263158,0.0526315789,0.3684210526
125,0.4,0.2,0.05,0.35
126,0.4,0.2,0.05,0.35
127,0.4,0.2,0.05,0.35
128,0.4,0.2,0.05,0.35
129,0.4,0.2,0.05,0.35
130,0.4,0.2,0.05,0.35
131,0.4,0.2,0.05,0.35
132,0.4,0.2,0.05,0.35
133,0.4,0.2,0.05,0.35
134,0.4,0.2,0.05,0.35
135,0.4,0.2,0.05,0.35
136,0.4,0.2,0.05,0.35
137,0.4,0.2,0.05,0.35
138,0.4,0.2,0.05,0.35
139,0.4,0.2,0.05,0.35
140,0.4,0.2,0.05,0.35
141,0.4,0.2,0.05,0.35
142,0.4,0.2,0.05,0.35
143,0.4,0.2,0.05,0.35
144,0.4,0.2,0.05,0.35
145,0.4,0.2,0.05,0.35
146,0.4,0.2,0.05,0.35
147,0.4,0.2,0.05,0.35
148,0.4,0.2,0.05,0.35
149,0.4,0.2,0.05,0.35
150,0.4,0.2,0.05,0.35
151,0.4,0.2,0.05,0.35
152,0.4,0.2,0.05,0.35
153,0.4,0.2,0.05,0.35
154,0.4,0.2,0.05,0.35
155,0.4,0.2,0.05,0.35
156,0.4,0.2,0.05,0.35
157,0.4,0.2,0.05,0.35
158,0.4,0.2,0.05,0.35
159,0.4,0.2,0.05,0.35
160,0.4,0.2,0.05,0.35
161,0.4,0.2,0.05,0.35
162,0.4,0.2,0.05,0.35
163,0.4,0.2,0.05,0.35
164,0.4,0.2,0.05,0.35
165,0.4,0.2,0.05,0.35
166,0.4,0.2,0.05,0.35
167,0.4,0.2,0.05,0.35
168,0.4,0.2,0.05,0.35
169,0.4,0.2,0.05,0.35
170,0.4,0.2,0.05,0.35
171,0.4,0.2,0.05,0.35
172,0.4,0.2,0.05,0.35
173,0.4,0.2,0.05,0.35
174,0.35,0.2,0.1,0.35
175,0.3333333333,0.1904761905,0.1428571429,0.3333333333
176,0.3,0.2,0.15,0.35
177,0.3,0.2,0.15,0.35
178,0.3,0.2,0.15,0.35
179,0.3,0.15,0.2,0.35
180,0.3,0.1,0.25,0.35
181,0.3157894737,0.0526315789,0.2631578947,0.3684210527
182,0.3,0.05,0.25,0.4
183,0.3,0.05,0.25,0.4
184,0.3,0.05,0.25,0.4
185,0.3,0.05,0.25,0.4
186,0.3,0.05,0.25,0.4
187,0.3,0.05,0.25,0.4
